text_id,text,task_1,task_2,split
hasoc_2020_hi_1955,RT @VinayDw86398158: गद्दार हैं वो जिन्होंने संविधान और सेकुलरिज्म की आड़ में देश को बांग्लादेशियों से पाट दिया। गद्दार हैं वो जिनके राज…,HOF,OFFN,train
hasoc_2020_hi_4093,"RT @BJP4India: इन्होंने कसम खाई थी की शीला जी के समय में जितना भ्रष्टाचार हुआ हम उनकों जेल भेजेंगे।

केजरीवाल जी क्या हुआ, कितने केस दर्ज क…",NOT,NONE,train
hasoc_2020_hi_3133,"RT @iArmySupporter: सौगंध मुझे इस मिट्टी की मैं देश नहीं झुकने दूंगा।

संयुक्त राष्ट्र द्वारा मसूद अजहर को ग्लोबल आतंकवादी घोषित किया जाना…",NOT,NONE,train
hasoc_2020_hi_2391,"RT @Sehrish2018: 18 - 18 घंटे काम करके भी गधा गधा ही रहता है घोडा नही बन जाता, वोह बोझा ही ढो सकता है, रेस मे नही दौड सकता।

नोट: आम बात है…",NOT,NONE,train
hasoc_2020_hi_1276,@abhisar_sharma काश तू बी अपनी ड्यूटी ठीक से कर लेता।,NOT,NONE,train
hasoc_2020_hi_390,"RT @iamsolanki_: हर कोई उंगली पे स्याही लगा कर
 राहुल गांधी औऱ उनके चमचो को उंगली कर रहा है 😂🤣😂😂

#DeshKeDilMeiModi
#VotingRound6",HOF,HATE,train
hasoc_2020_hi_2247,"RT @BJP4India: जब इन्हें लोगों को मौका मिला तो इन लोगों ने कोयला घोटाला कर दिया।

जब मुझे सेवा का अवसर मिला तो मैंने 7 करोड़ गरीब माताओं को…",NOT,NONE,train
hasoc_2020_hi_3130,RT @shalinishuklasp: दोस्तो इन्हे भी सुन ले इनको चुनाव मे हराने वाला कोई पैदा नहीं हुआ..ये ईश्वर के लिखे को भी मिटा सकते..!! 😇 कहा से लाते…,NOT,NONE,train
hasoc_2020_hi_1746,"https://t.co/qyUBgCSAI4
फिर वही धार्मिकता की नफरत फैलाने की कोसिस की जा रही है  जिस ने श्री लंका ब्लास्ट वाला वीडियो देखा है कया उस आदमी ने बुरका पहना था? 

@Aaliya11_ 
@WarsiSony 
@Ali_____na____1",NOT,NONE,train
hasoc_2020_hi_1224,"आज सुबह की सुरुआत थानेसर विधानसभा के गाँव भैसी माजरा और घराडसी के लोगो से मुलाकात से।
#डी डी शर्मा#local candidate#kurukshetra# https://t.co/8zlhb2VwKJ",NOT,NONE,train
hasoc_2020_hi_1089,RT @aditya_daksha1: आ bc कहां भाग रहा है.. https://t.co/g1HRqcj9mP,HOF,PRFN,train
hasoc_2020_hi_3324,@miss_dynamic__ तारीफ तो करो😐😐😐,NOT,NONE,train
hasoc_2020_hi_1585,"जब नफ़रत करते करते थक जाओ
तो एक मौका प्यार को भी दे देना",NOT,NONE,train
hasoc_2020_hi_3756,"RT @Shubham62332811: #वेद_मेरा_भेद_है
#love
@CMOMaharashtra
जहां संखों लहर मेहर की उपजै,कहर नहीं जहां कोई।
दास गरीब अचल अविनाशी, सुख का साग…",NOT,NONE,train
hasoc_2020_hi_1959,RT @ShuhaniVerma: @RubikaLiyaquat ये सही है पहले बच्चों को गाली सिखा के ट्रेंड करो फिर कैमरे के सामने दो चार गाली बुलवाने के बाद बंद करवाने…,NOT,NONE,train
hasoc_2020_hi_1331,"RT @Urveshyadav424: पेड़ के नीचे जरा सी छांव जो उसको मिली
सो गया मजदूर तन पर बोरिया ओढ़े हुए। 
हमारा कर्तत्व है कि हम अपने मजदूर भाइयो के…",NOT,NONE,train
hasoc_2020_hi_328,"@YumnaMustafaH Hahahaha! Jee Yumna, aesa bilkul nahi hai. 🙄😂",NOT,NONE,train
hasoc_2020_hi_1795,"RT @DrKumarVishwas: “धुन बिगड़ने लगी मसीहा की,
ज़िद उखड़ने लगी मसीहा की !
कूबकू फैल रही है बदबू,
लाश सड़ने लगी मसीहा की..!”
(शुचिता व राष्…",NOT,NONE,train
hasoc_2020_hi_4151,"RT @jyoti_p16: @AvdheshanandG ।। हर हर महादेव ।।
🙏 सादर चरण स्पर्श पूज्यश्री🙏
    🌹🌸🌹 🙏 🌹🌸🌹
हर ओर सत्यम-शिवम-सुन्दरम,
हर हृदय में हर-हर हैं…",NOT,NONE,train
hasoc_2020_hi_2015,"RT @ursrashi: अपने पति के बॉस की पसंदीदा माल बन गयी हूँ, आज अपने ऑफिस में बुला कर केबिन में बंद कर मेरी गाँड़ थप्पड़ मार कर लाल कर दिया।और…",HOF,PRFN,train
hasoc_2020_hi_3845,"RT @_RaginiRagu_: बूढ़ी माँ का शायद लौट आया बचपन 

गुड़ियों का अम्बार लगा कर बैठ गई ....

इरशाद ख़ान सिकंदर
#HappyMothersDay https://t.co/C…",NOT,NONE,train
hasoc_2020_hi_2515,"RT @imAjaydevfan__: कुछ #गैर ऐसे मिले जो 

 मुझे #अपना बना गए 

कुछ अपने ऐसे #निकले जो 

 गैर का #मतलब बता गए 

दोनों का दिल से #शुक्रिया…",NOT,NONE,train
hasoc_2020_hi_573,"RT @Bhootnath18: गुजरात दलीतो के लिए नर्क बन चुका है  
#Gujrat #DalitLivesMatter",HOF,HATE,train
hasoc_2020_hi_1486,"और जनता अपेक्षा कम करे ।
सवाल ज्यादा न करे।",NOT,NONE,train
hasoc_2020_hi_4083,"RT @shandilya05: मोदी जी क्या कर रहे है बनारस में 
ये वीडियो देखें https://t.co/faKMLNkb47",NOT,NONE,train
hasoc_2020_hi_3052,@sherryontopp सेंडल मुँह पे मारना था हिजड़े ke,HOF,OFFN,train
hasoc_2020_hi_2373,"RT @narendramodi_in: हमने गांव-गांव तक सड़क पहुंचाने का काम किया

दूर-सुदूर को नेशनल हाईवे और रेलवे से जोड़ने का काम किया

हर गरीब परिवार…",NOT,NONE,train
hasoc_2020_hi_4246,"RT @ShaliniSaffron: आज तो चमचों केलिए बहुत बुरा दिन था.. और बाकी पूरे भारत केलिए खुशी की!!

💥#GST अब तक कि सबसे यशस्वी tax reform बना, अब त…",NOT,NONE,train
hasoc_2020_hi_1498,"नाम कमल हसन ,धर्म ईसाई,और गली देता है हिंदू धर्म को, ऐसा ही सैकुलर ह तो मुस्लिमों को आतंकवादी क्यों नहीं बोलता जो हर दिन कही ना कहीं बम फोड़ कर मानवता को शर्मसार कर रहे हैं । क्या उनसे इस दोगले भड़वे की फटती ह",HOF,HATE,train
hasoc_2020_hi_2443,@anuragspparty @yadavakhilesh @myogiadityanath @anjanaomkashyap @RubikaLiyaquat @BDUTT @Nidhi @aajtak @abpnewstv @sudhirchaudhary तुम तो कार में बैठे हो ना,NOT,NONE,train
hasoc_2020_hi_1156,"Chutiye

Maha Chutiye

Fir Ate Hein Hindu, Muslims, Christian Bolke Ladiyan karne wale 🖕🏻🖕🏻🖕🏻😠",HOF,PRFN,train
hasoc_2020_hi_4143,RT @WasiuddinSiddi1: चुनाव नतीजे 23 को आयेंगे लेकिन ट्वीटर ने जो सख्ती विपक्ष के फेवर में लिखने वालों के साथ दिखाई थी अब उसमें नरमी दिख रही…,NOT,NONE,train
hasoc_2020_hi_3780,"RT @Abhijain666: भले ही माननीय @narendramodi जी मुझे
 ना जानते हो,
लेकिन मेरे दोस्त
मुझे BJP का स्टार प्रचारक
 मानते हैं😂

 हर हर मोदी घर घ…",NOT,NONE,train
hasoc_2020_hi_1321,"RT @I_am_Anil_Tyagi: डॉक्टरों ने सुमित्रा महाजन का माइक छीना, बोले- BJP की आयुष्मान योजना ने पेशे को बर्बाद कर दिया है https://t.co/U4vp255…",HOF,HATE,train
hasoc_2020_hi_1977,"RT @jayshankar639: जो व्यापारी यह बोल रहे हैं कि 
GST के कारण बर्बाद हो गयें

वो ये स्पष्ट कर दे कि कैसे बर्बाद हुए

GST तो जनता आप से लेते…",HOF,OFFN,train
hasoc_2020_hi_1730,"RT @RudraTheStorm: साला ऐसा प्रचार तो अपने यहां हुआ ही नहीं,ये तो जनता के साथ चीटिंग है, EC फिर से इलेक्शन कराओ: https://t.co/4Ymim0gfqF",NOT,NONE,train
hasoc_2020_hi_3868,"RT @kpmaurya1: जनता का लाल बत्ती का भय हुआ समाप्त,

नेताओं और जनता के बीच की दूरी कम हई,

1 मई 2017 आज ही के दिन से लाल बत्ती हटाकर मा. मो…",NOT,NONE,train
hasoc_2020_hi_2252,RT @shaktisinhgohil: भाजपा के शासन में यह कैसा लोकतंत्र ? गुजरात के ज़ुनागढ़ में मीडिया कर्मीओ पर जमकर लाठीया चलाई गई । ज़िम्मेवार के ख़िला…,HOF,HATE,train
hasoc_2020_hi_515,"RT @narendramodi_in: औऱ जो लोग मोदी की जाति जानने चाहते हैं, वो लोग सुन लें-

मोदी की एक ही जाति है- गरीब।

गरीबी से ही निकलकर मैं यहां प…",HOF,OFFN,train
hasoc_2020_hi_3187,"RT @SChaudharyINC: जिस तरीके से आज निरहुआ ने बोला है कि मुझे हराने वाला कोई पैदा नहीं हुआ भगवान भी नहीं हरा सकता,तो यह तभी संभव हो सकता है…",NOT,NONE,train
hasoc_2020_hi_1199,"RT @Dharmraj7265: @SadhviPragya_MP आज फिर मध्य प्रदेश 15 साल पुराने  दिग्विजय सिंह वाले शासनकाल की स्थिति में पहुंच चुका है
 हर जगह अराजकता…",NOT,NONE,train
hasoc_2020_hi_1927,RT @aroraups: एक कटवे बूढ़े दिव्यांग चिचा (Lucknow वाले) जो हिंदू हिंदू बोल कर अपनी दुकान चला रहें है मेरे लिए बहुत दिनो से बकवास कर रहे है…,HOF,HATE,train
hasoc_2020_hi_1643,"RT @NirmalSinghINC: ""उठ रही परिवर्तन की आवाज़, कांग्रेस करेगी नया आगाज़""
आज  रादौर हरियाणा के माननीय पूर्व मुख्यमंत्री श्री भूपेंद्र सिंह…",NOT,NONE,train
hasoc_2020_hi_1622,RT @nazia_saikh: आज मेरी एक दोस्त को दो लोगो ने मिलकर चोदा धोखे से एक की बात हुई थी एसा नही करना चाहिए 👃👃👅👅💋❤ https://t.co/gL4qoiCFBN,HOF,PRFN,train
hasoc_2020_hi_3705,RT @AjiHaaan: सबको लग ही रहा था कि इस चुनाव स्तर कुछ ज्यादा ही नीचे चला गया है तभी सर जी की पार्टी की उम्मीदवार मैदान में आयीं और अब बाकी स…,NOT,NONE,train
hasoc_2020_hi_104,@IYC आज चौकीदार ने बाप को चोर बोला तो मर्यादा याद आ रही है बंटी बबली को,NOT,NONE,train
hasoc_2020_hi_2815,"RT @SatlokChannel: ऐसा  विवाह पहले नहीं देखा होगा |

#dowryfreeindia https://t.co/HDjNJPBH1m",NOT,NONE,train
hasoc_2020_hi_4329,"RT @sana_100k: पूछना ये था?? 🤔 ❤️ 

कि चमचे चूतिये ही पैदा होते हैं या 
बाद में इनका चुतियाकरण करके 
इनको चूतिया बनाया जाता
है __________🤔…",HOF,PRFN,train
hasoc_2020_hi_1410,"@News18India @yadavakhilesh जब टोटी चोर CM था
तब बोलता था कि मैं हाथी की मूर्ति तोड़कर कॉलेज बनाऊंगा👈

आज विडम्बना यह है कि उसी हाथी का गोबर उठाना पड़ रहा है।",HOF,OFFN,train
hasoc_2020_hi_1880,ये लोकतंत्र की हत्या नहीं है क्या बुद्धिजीवी अब कहां गए,NOT,NONE,train
hasoc_2020_hi_673,@yadavakhilesh टेडी नाक कुछ समझ आया,HOF,OFFN,train
hasoc_2020_hi_3388,"RT @triVVedi: पिया मिले ना सुध मिली और लाज गयी सब लोक,
पागल है गयी प्रेम में, हैं पूंछन लागे लोग ।।
लोगन का तो ना पता रंगरेज़ ने डाला रंग,…",NOT,NONE,train
hasoc_2020_hi_1277,"RT @INCEr_anurag: पेट्रोल डीजल महँगा
GST tax वसूली
GDP सरकार के खाते मे

फिर भी 81 लाख करोड़ का कर्ज
आर्थिक संकट मे भारत

अम्बानी 400%
राम…",NOT,NONE,train
hasoc_2020_hi_4183,RT @KeshavKarn11: वामपंथी और नेहरूवादी मीडिया हाउस की कथित ‘निष्पक्षता’ खतरे में है।सोशल मीडिया मुख्यधारा के पत्रकारों के पूर्वाग्रहों को उ…,HOF,HATE,train
hasoc_2020_hi_4382,"@_Casper_2 Abay Sehrish larki ka naam hai
Sehri hogi",NOT,NONE,train
hasoc_2020_hi_3618,"RT @dsr_punadiya: नासूर केसे नष्ट किये जाते हे
ये हमे छोटे से पड़ोसी मुल्क श्रीलंका से सीखना चाहिए

श्रीलंका ने उसके यहा पनप रहा संघटन लिट्…",NOT,NONE,train
hasoc_2020_hi_2709,"@akashbanerjee @ArvindKejriwal 23 के बाद और मौके मिलेंगे, विडियो बनाने के!!
एक व्हाट्सप सरकार भी बना लेना!!😎",NOT,NONE,train
hasoc_2020_hi_199,"RT @BJP4Punjab: सरदार @HardeepSPuri अमृतसर में शांति, समृद्धि एवं विकास का मूल मंत्र लेकर आये हैं। अमृतसर की जनता को भले-बुरे की परख करना आ…",NOT,NONE,train
hasoc_2020_hi_2545,@SharartiBhabhi @AnnuPan82121981 Chikni chut dekh kr sab ke dande me jaan ajati hai,HOF,PRFN,train
hasoc_2020_hi_6,"RT @Eramsyed_: जब कोई साथ न दे तब
मैं हूँ न वाली feeling बस माँ से मिलती है..🙏
सहमती = 🔃🔃
#HappyMothersDay 
✍ #EramSyed_",NOT,NONE,train
hasoc_2020_hi_4253,@jigneshmevani80 @tv9gujarati @VtvGujarati @GSTV_NEWS देश में कोई दलित सुरक्षित नहीं है हर जगह ऐसी घटनाएं सुनने को आते ही रहते हैं,NOT,NONE,train
hasoc_2020_hi_762,"RT @Aryavrta: #SummerHealthTipsByBapuji 

ग्रीष्म ऋतु में दही 
भूलकर भी सीधे न खाएं❌

मथ कर लस्सी/चास बनाकर पीएं🥛

सीधे दही खाने से इस नस…",NOT,NONE,train
hasoc_2020_hi_3325,"RT @BJP4India: पूरे देश में ये चुनाव गरीबों के कल्याण के लिए है, ये चुनाव अर्थतंत्र को गति देने के लिए है लेकिन बंगाल में ये चुनाव लोकतंत्र…",NOT,NONE,train
hasoc_2020_hi_2482,@BDUTT @tavleen_singh @AatishTaseer @NewsHtn नाजायज देश की नाजायज औलाद...,HOF,OFFN,train
hasoc_2020_hi_1785,"RT @Mdhaka5: जब देश नंगा भूखा सोता था तब उनके पुरखे सिगरेट प्लेन से मंगवाते थे ओर कपड़े विदेश में धुलवाते थे
वो आज कह रहे हैं  अब होगा न्याय",NOT,NONE,train
hasoc_2020_hi_3807,@KashuOnline12 @Baba12Jai भावनांओ के साथ खिलवाड अच्छा नही है मौलाना। असली नाम पता हो तो बताओ।,NOT,NONE,train
hasoc_2020_hi_1389,"RT @BJPLive: 300 से ज्यादा लोक सभा क्षेत्र का दौरा करते-करते आज मैं अमृतसर आया हूं।

पूरब-पश्चिम उत्तर-दक्षिण मैं जहां-जहां गया वहां भाषा ब…",NOT,NONE,train
hasoc_2020_hi_2359,@authoramish सर इसका हिन्दी रूपांतरण कब आ रहा है??,NOT,NONE,train
hasoc_2020_hi_2783,"RT @Dil_se_re_: माँ मत मारो मुझे
मम्मी अब मैं ऐसे नही करूँगा
मम्मी बहुत जोर से लग रही चप्पल
मम्मी कसम से अब मोबाइल नही चलाऊंगा
मम्मी अब नही…",NOT,NONE,train
hasoc_2020_hi_21,"RT @thearunyadav02: SSC केस में कुछ चीजें अभी तक नही पता चली,अगर किसी को पकड़ना नही था सजा नही देनी थी तो @CBI कौन सी जांच कर रही थी और को…",NOT,NONE,train
hasoc_2020_hi_3701,"चुनाव आयोग ने गिरिराज सिंह को 'कब्र' वाले बयान के लिए चेतावनी दी #Election2019 #Electionswithndtv 

https://t.co/NUitYThlSF",NOT,NONE,train
hasoc_2020_hi_1497,"तुम बता तुम्हे क्या मिला
हमे तो तुमसा कोई ना मिला",NOT,NONE,train
hasoc_2020_hi_4166,"RT @RakeshS90711255: सोचा था भूल  जाये उनको
पर😊
जब जब आया #चेहरा उनका सामने
हम अपना #वादा भूल गये 😍",NOT,NONE,train
hasoc_2020_hi_2975,"@PremShuklaBJP @RahulGandhi सर, इस पर भी पप्पू  सबूत माँगेगे।।",NOT,NONE,train
hasoc_2020_hi_2243,मीडिया वालों को सूचनार्थ प्रेषितसिया राम  श्रृंगी ऋषि के खेत में कपासी तिगड्डा के नजदीक विद्युत लाइन निकली है जिससे खेत में चौथी बार आग लगी है पाइप एवं झोपड़ीजलकर खाक हो गए भारी नुकसान उठाना पड़ा है  जिलाधिकारी व विद्युत अधिशासी अभियंता से खेत में केबिल लाइन बिछाने की मांग की है,NOT,NONE,train
hasoc_2020_hi_1457,"RT @KapilMishra_IND: आज हरियाणा भी वोट कर रहा हैं, देश के वीर जवानों और मेहनती किसानों की धरती हरियाणा

आज का वोट देश के लिए
आज का वोट धर्म…",NOT,NONE,train
hasoc_2020_hi_1547,जल्दी भगावो ।,NOT,NONE,train
hasoc_2020_hi_3007,"@ZebaFatimareal सजा तो ग्रहमंत्री को होनी चाहिए!

कितने निकम्मे नाकाम लोग है!न सँभाल पा रहे हैं और न इस्तीफा दे रहे है!
सत्ता के लालची!दूसरे पर शासन करने के भूखे!
भष्ट्राचारी मूर्ख!

ओशो महागीता के-91-प्रवचन है,सुने!
होश!
https://t.co/wWS3VPUcsP
https://t.co/SGNeZsfUil https://t.co/3bu0PJCM4q",HOF,OFFN,train
hasoc_2020_hi_1051,"#SayNoToStubbleBurning 
खेतों में पराली जलाने के बहुत से नुकसान है, इस से मिट्टी की उपरी सतह जल जाती है, जिससे भुमि की उपजाऊ शक्ति कम हो जाती है, अगली फसल के लिए ज्यादा पानी, खाद कीट्नाशक दवाईयो का इस्तेमाल करना पड़ता है! @Gurmeetramrahim 
@Derasachasauda https://t.co/wOVeYc0zSo",NOT,NONE,train
hasoc_2020_hi_2523,RT @Avtar10719964: आज चीन के  नेहरु जी के साथ किये धोखे का बदला भी हिन्दुस्तान ने ले लिया ।,NOT,NONE,train
hasoc_2020_hi_256,RT @ArunbajpaiRajan: भारत को सोने की चिड़िया से भिखारी बना देने वाली ईस्ट इंडिया कंपनी को 1 दशक पहले खरीद कर संजीव मेहता ने बता दिया था अब…,NOT,NONE,train
hasoc_2020_hi_2801,RT @LuV_U_AlwaYZ: मैनें उसको दिल दे दिया.....जरूरत उसको दिमाग की थी...।।😑,HOF,OFFN,train
hasoc_2020_hi_273,"RT @MadhuCh11933439: गठबंधन के गीदड़ नही😏 
मोदी जैसा शेर चाहिए💪
हर हर मोदी🙏 https://t.co/52QApJHWGX",NOT,NONE,train
hasoc_2020_hi_1752,@GaurangBhardwa1 होनी भी नही चाहिए 🤣🤣 whats तानी ? BC फिर कुछ कर दिया तने 😂,HOF,PRFN,train
hasoc_2020_hi_3144,"RT @VoiceofmyBharat: खबर-1
मेरी जान को खतरा है !! - नरेन्द्र मोदी 

खबर-2
स्मृति ईरानी अमेठी से हार रही हैं !!",NOT,NONE,train
hasoc_2020_hi_4384,RT @Crahul34493715: 23/05/2019 के दिन पूरा देश इसी तरह TV देखेगा 😂🤣 https://t.co/ZU6k2x2RuK,NOT,NONE,train
hasoc_2020_hi_1008,"RT @sambit_swaraj1: किताबों से दूर भागते विद्यार्थी पूछते हैं, अच्छे दिन कब आयेंगे

👉कारखानों में हराम खोरी करते लोग पूछते हैं, अच्छे दिन क…",HOF,PRFN,train
hasoc_2020_hi_2414,RT @bipinvegada786: घोडी पर सवार होकर तो जब मुगल आते थे तब तो भजन नहीं कव्वाली पर तालियाँ बजाते थे और आज इन मनुवादीयो को वर घोड़े से समस्या…,NOT,NONE,train
hasoc_2020_hi_1378,@MajorPoonia @narendramodi @priyankagandhi अधूरा वीडियो बनाकर पहले से ही गुमराह लोगों को और क्यों गुमराह कर रहे हो।,NOT,NONE,train
hasoc_2020_hi_2530,"तुमसे ज्यादा खुल्लम खुल्ला नीचता करने वाला आज तक इस धरती पर पैदा ही नहीं हुआ।

तुम उन सरगनाओ के भी सरगना है जो इस दुनिया में धूर्तता के जन्म के लिए जिम्मेदार हैं। 

 तुम बुरे नहीं, गन्दे आदमी हो।

@ArvindKejriwal 
@DrKumarVishwas",HOF,OFFN,train
hasoc_2020_hi_4186,"RT @RajeevDixit00: @sardanarohit ममता बनर्जी की मानसिकता इतनी घटिया है कि इस नीच औरत से घृणा भी नहीं होती सिर्फ घिन आती है
@AITCofficial",HOF,OFFN,train
hasoc_2020_hi_3523,RT @SheshNa48458379: @Kiranja34522516 @dhritrastra इनके मन मे शायद ये विचार आ रहे होंगे कि कही कांग्रेस को वोट देकर गलती नही कर दिया है मैं…,HOF,OFFN,train
hasoc_2020_hi_3489,"BJP4India: तब तो बबुआ भी बुआ के उस घोटाले की जांच कराने के ऐलान करके गए थे। लेकिन हुआ क्या?

बुआ और बबुआ ने आज खुद हाथ मिला लिया है। यही इनकी सच्चाई है: पीएम #MeraVoteModiKo https://t.co/eSEDXqMo1N https://t.co/W8CqfEDFpt",NOT,NONE,train
hasoc_2020_hi_2584,"इश्क की राहों में चलनें से नहीं डर रहे हैं ..🙄🙄😐😐

घरवालों से पिटना नहीं ,,बस यही सोच रहे हैं ..😒😒😭😭😭😑😑😛😂😂😂😏😏",NOT,NONE,train
hasoc_2020_hi_3469,@Arunrjd बिहार में यादवों की संख्या लगभग 14 परसेंट है 14 परसेंट यादव सारे 12 करोड़ बिहारियों का प्रतिनिधित्व नहीं कर सकते यह लालू के पक्षधर रहे हैं और हो रहेंगे लालू यादव बिहार की राजनीति से अलग हो चुके हैं और उनका सितारा डूब चुका है अब तो सिर्फ और सिर्फ भाजपा,HOF,HATE,train
hasoc_2020_hi_1724,@shrialokmishra @yadavakhilesh 23 मई के लिए आँसु बचा कर रखना कही बादलों में ना छुप जाए,NOT,NONE,train
hasoc_2020_hi_2330,@ijokani गलत सुना है,NOT,NONE,train
hasoc_2020_hi_3037,"RT @Kashyapmanish15: कम से कम नोबेल प्राइज तो से दीजिए, यही है देश का दुर्भाग्य!!! https://t.co/0gZ13eB7bR",NOT,NONE,train
hasoc_2020_hi_279,"RT @BebakAawaj: देश मे 2014 के बाद बम्ब धमाके होना बंद हो गए है।

पुलवामा, छत्तीसगढ़, उड़ी, गढ़चिरौली, पठानकोट मे BJP वालो ने दीवाली मनाई…",NOT,NONE,train
hasoc_2020_hi_3972,RT @DrSanjeevChugh1: @SSAAGurukul Sant Shri Asaram Bapu Ji  के सत्सन्ग मे कहा है कि एक शिशु के लिए उसकी माँ से अच्छी परवरिश कोई भी नहीं कर…,NOT,NONE,train
hasoc_2020_hi_1644,"RT @JPSingh_SP: ✍जिस तरह निरव मोदी फिर विजय माल्या दोनो भगोड़ा नरेन्द्र मोदी के सामने अपने हथियार डाल कर भारत लोट आए 

वैसे ही अब मसूद अजहर…",NOT,NONE,train
hasoc_2020_hi_2008,@Dr_SimranSingh सब मिले हुए हैं- खुजलीवाल https://t.co/AkOAJ8Qnj3,NOT,NONE,train
hasoc_2020_hi_1041,"RT @RJDforIndia: छुप गया बदली में जाकर माल्या तो साहब शर्मा गया,
बादलों को जो देखा तो पाकिस्तानी रडारों को पसीना आ गया! https://t.co/HTz6ix…",NOT,NONE,train
hasoc_2020_hi_2488,"RT @VINEET4BJP: आपको क्या लगता है उन बच्चों की अम्मा ने उनको टोपी और झंड़ा लाकर दिया था कि गाली के साथ नारे लगाओ?
कोई मां तो कम से कम ये न…",NOT,NONE,train
hasoc_2020_hi_1669,@bainjal #Rafael में भी इसने कोई ऐसा ही धतूरे का बीज डलवा दिया होगा जिसके कारण उसकी कीमत ३०००० cr बढ़ गई,NOT,NONE,train
hasoc_2020_hi_2306,"RT @sanjaynirupam: दिल्ली के 111 साल के बुजुर्ग मतदाता बच्चन सिंह को साष्टांग दंडवत।
उन्होने आज लोकतंत्र के महायज्ञ में अपनी समिधा अर्पित…",NOT,NONE,train
hasoc_2020_hi_3797,"दुनिया में सबसे लम्बा 21.29 घंटे का रोजा आइसलैंड में, न्यूजीलैंड में सबसे छोटा 11.58 घंटे का 

जयपुर (राजस्थान). इस्लाम धर्म का सबसे मुबारक महीना रमजान सब्र के साथ भूखे प्यासे रहकर खुदा की इबादत करने का महीना है। इस बार गर्मियों के चलते दिन लम्बा होने से सब्र और इम्तिहान का … https://t.co/fOX8QJVmly",NOT,NONE,train
hasoc_2020_hi_3727,"रखा है क्या दस करोड
तो तेरे लिये हरी झंडी है ।
कमा लेना सौ करोड
ये गुलामो की मन्डी है ।।

ऎसा फायदा तब पाएगा ।
जब राजनीति मे आएगा ।।",NOT,NONE,train
hasoc_2020_hi_112,"RT @soniyo_ve: हर कोई परेशान है मेरे कम बोलने से
और मैं तंग हूँ, मेरे अंदर के शोर से...",NOT,NONE,train
hasoc_2020_hi_1350,@gurudev_gupta @RSFBLB @TajinderBagga तोता उड़ गए कांग्रेस के,NOT,NONE,train
hasoc_2020_hi_805,"सोनिया गांधी 1963 से 1968 इटली में वेटर थी…

कांग्रेस में हिम्मत है, तो मुझ पर मानहानि का केस करे:- सुब्रह्मण्यम स्वामी…😂",HOF,OFFN,train
hasoc_2020_hi_1223,"जब आतंकी मसूद को चीन ने वीटो लगाकर बचाया था तो मोदी से जबाब मांगते थे वो अब मूंह छुपाते फिर रहे हैं
जरा मोदी की जय बोल दो
जय हिंद",NOT,NONE,train
hasoc_2020_hi_403,"RT @BJP4India: ये कितने भी हवन करा दें, ये कितने भी जनेऊ दिखा दें, पुलिस को भगवा ड्रेस भी सिलवा दें।

लेकिन भगवा में जो आतंक के दाग लगाने…",HOF,OFFN,train
hasoc_2020_hi_2518,"RT @SherniPunjabi: अब डर सताने लगा है बांटने वालों को, हिंदुस्तान में गूंज रहे 'श्री राम' का,

ऐक बंदे ने हिंदू, हिंदू से जोड़ दिया, बिना…",NOT,NONE,train
hasoc_2020_hi_965,"अरे ये UN वाले चुनाव के बाद ये घोषणा नही कर सकते थे क्या सब संघ और मोदी जी से मिले हुए है, अब SC में EC में याचिकये दौड़ने लगेगी, अबकी बार फिर मोदी सरकार #MasoodAzhar",NOT,NONE,train
hasoc_2020_hi_1916,@makGauBalak @RubikaLiyaquat Madam ki hassi radar pe aarahi hai :),NOT,NONE,train
hasoc_2020_hi_2491,"@Aryavrta आंवला सर्वश्रेष्ठ रसायन है__इसके सेवन से शक्ति स्फूर्ति व शीतलता का संचार होता है।
इसके सेवन से नेत्र ज्योति बढ़ती है।
सिर पर लगाने से बालों की जडे़ मजबूत होती है।
सिर की गर्मी निकल जाती है।
वृद्धाअवस्था को दूर करता है।-Bapuji
#SummerHealthTipsByBapuji
https://t.co/8A7LgZMWS4",NOT,NONE,train
hasoc_2020_hi_840,"@jigneshmevani80 ऐसे दबंगई दिखाने वाले गुंडो को सड़क पर सबके सामने मारना चाहिए।

जो जाति के आधार पर भेदभाव करते हैं।",HOF,HATE,train
hasoc_2020_hi_1187,RT @Rundayadav: @RishiDarshan एसिडिटी मिटानी हो तो वज्रासन में बेठे और श्वास  बाहर निकाल और पेट को अंदर बाहर किया इससे एसिडिटी मिट जायेगी।#…,NOT,NONE,train
hasoc_2020_hi_3536,@ArvindKejriwal घुंघरू सेठ आप इतना क्यों परेशान है देश की जनता जानती है और 23 मई को रिजल्ट आ जायेगा थोड़ा धैर्य और रखिये,HOF,OFFN,train
hasoc_2020_hi_1832,"मेरी निष्ठा, मेरी नीयत और मेरी नीति का आकलन कम ज्यादा तो हो सकता है, लेकिन कोई खोट नहीं निकाल सकता, ये मैं विश्वास के साथ कह सकता हूं। 

ऐसा इसलिए है क्योंकि मैं जनता के बीच में रहता हूं, जनता से निरंतर संवाद करता हूं : प्रधानमंत्री श्री नरेन्द्र मोदी #MeraVoteModiKo",NOT,NONE,train
hasoc_2020_hi_1790,@ManishSharmash9 @RubikaLiyaquat @Denipatel_ @RahulGandhi क्यूकि एक आतंकवादी घोषित हो गया। बेचारे रो रहे होंगो,HOF,HATE,train
