HITId,tweet,sentiment,directness,annotator_sentiment,target,group
1755,tout le temps féministe=lesbienne...vous luttez pour mettre les droits de la femme ou mettre des doigts à la femme ? #feminisme #feminazis,abusive,direct,shock,origin,women
1756,mais putain j'aurai tartré sa fasse de mongol dans la pièce montée moi !!!! @url,offensive,direct,indifference,origin,individual
1757,en france demande aux réfugiés de guerreaux exilés du genocide rwandais de « franciser » leurs noms et prénoms… @url,normal,direct,indifference,origin,refugees
1758,un faux musulman va la ramené en oposen juif chretein. vice versa faux juif faux chretien. et des que tu va dire at… @url,abusive,direct,sadness,origin,indian/hindu
1759,la violence est-elle devenue si banale dans notre…,offensive,direct,anger_confusion_fear_indifference_sadness,origin,other
1760,les renois sa mère ils payent jamais les taxis,hateful,direct,sadness,origin,indian/hindu
1761,@user j’ai lu avec ta voix de mongol là,abusive_offensive_disrespectful,direct,shock_indifference_disgust,other,individual
1762,les meufs (rebeu et renois) vs êtes déjà sorti avec un blanc ?,abusive,direct,sadness,origin,indian/hindu
1763,@user l’extrême droite est au pouvoir(«police coupe semelles enfants migrants ment sur âge pour expulser...»)… @url,hateful,indirect,indifference,origin,immigrants
1764,peut comprendre la rage des iraniens quand le terrorisme les touche,abusive_normal,direct,shock,origin,other
1765,#aquarius il sera intéressant de voir ce que fera macron... terrorisme intellectuel des ong @url,abusive_disrespectful,direct,sadness,origin,other
1766,@user @user @user @user en fait d'attardé mental je suis ingénieur dans le domaine de l'énergi… @url,abusive_normal,indirect,shock,other,individual
1767,les femmes et les jeunes en tête de l'oppisition à l'accueil des migrants musulmans en corée du sud.… @url,abusive,direct,sadness_indifference,origin,other
1768,netanyahu est courageux car l’unesco est hypocrite et islamo gauchiste @url,abusive,direct,confusion_fear_shock_indifference_sadness,origin,individual
1769,@user dans la plaie mongol!!,offensive,direct,sadness,origin,individual
1770,hier soir à toulouse s'est fait embrouillé par une meuf arabe et elle m'a insulté de sale française sauf que s… @url,abusive_normal,direct,sadness,origin,indian/hindu
1771,mariages renois toujours un daron avec un sifflet en mode c’est un arbitre,offensive,direct,indifference,origin,african_descent
1772,@user nan nan abuse pas non plus je suis algÉrien et giga fier de l’Être. mais j’ai une préférence pour les renois.,normal,indirect,indifference,origin,african_descent
1773,vos renois d’1m95 110kg qui lâchent des tweets fruités dirait makassy,normal,indirect,shock,origin,african_descent
1774,son aulas il achète des petits rebeus 20 euros au marché wisseum aouar fils de prof de lettres tu fous le dé… @url,abusive,direct,shock,origin,other
1775,des gens qui font des films de merde sur le handicap mental je suppose que ça te dérange aussi sale féministe… @url,offensive,direct,shock,other,women
1776,eh j’suis mort les renois sur ce réseau même pas ça s’appelle par leur blaze @url,offensive,direct,shock_disgust,origin,other
1777,c'est bien connu que l'esprit critique est valorisé dans les pays arabes/musulmans @url,abusive,direct,sadness,origin,indian/hindu
1778,@user bah oui les juifs leurs frères dans l'oppression.,abusive,direct,fear_indifference,origin,other
1779,@user arabe de service comme juif de service ou negre de service! j'apprends que les filets sociaux ne serven @url,abusive,direct,fear_indifference,origin,other
1780,@user @user @user cette vue ou le regard s'attarde et dessine des caresses,normal,indirect,indifference,other,other
1781,putain j’en ai marre c’est vraiment un attardé @url,offensive,direct,sadness,origin,african_descent
1782,@user j’avoue souffre trop nous étudiants renois. force à toi est ensemble !!! @url,normal,direct,sadness,origin,african_descent
1783,il 45 ans ce mongol quand même @url,offensive,direct,shock,origin,special_needs
1784,usa croissance de 42% au 2ieme trimestre mais le gauchiste viktorovitch de cnews va nous dire que c'est grâce à obama,disrespectful,direct,sadness,origin,other
1785,rt @user @user ah bon t'es sur ? est omnivores ducon mais t'es dans une grotte ou quoi ?! est capables de tout,abusive,direct,anger_confusion_shock_indifference_disgust,origin,other
1786,ptdrrr il mm recopié faute ce mongol @url,fearful,direct,shock,origin,individual
1787,l’ua “effarée” par les propos de salvini à propos des migrants africains en europe @url @url,normal,direct,indifference,origin,individual
1788,@user @user t'aime pas les arabes ?,abusive_normal,indirect,shock,other,arabs
1789,@user c une mongol,abusive,direct,sadness,origin,indian/hindu
1790,@user @user « nous sommes en france ».... « nous ne sommes pas en afrique » vos propos sont d’un ri… @url,hateful,indirect,indifference_disgust,origin,african_descent
1791,mdrr le mec parle des bites de noirs ça se voit il connaît pas les teubs des rebeus — bon ça est mdrrrr stop @url,hateful,direct,shock,origin,other
1792,comme tous les medias la voix du nord quotidien militant gauchiste ordinairele digital patine d'abord. le-digi @url,offensive_normal,direct,indifference,other,left_wing_people
1793,tout est le clichés des dealers la langue massacrée... de la part de petits rebeus incultes qui se cherchent un p… @url,disrespectful,direct,indifference,origin,other
1794,tweets de la semaine : #migrants en méditerranée - enfants migrants en #france – répression au #kirghizistan – abus… @url,abusive,direct,indifference,origin,indian/hindu
1795,putain un mongol comme j'en ai rarement vu,abusive,direct,sadness,origin,special_needs
1796,@user c'est de la foutaise! un coup finance par #soros la grande crapule gauchiste,fearful,direct,indifference,origin,other
1797,@user @user @user lol pas une histoire attardé chaque enfant va son rythme. je connaissais… @url,offensive,indirect,indifference,other,other
1798,vous taillez un peu trop les meufs renois en ce moment elles ont bons dos. sait tous qu’en vrai vous fermez votr… @url,offensive_normal,indirect,indifference,origin,african_descent
1799,déjà d’où tu te permet de venir traiter ? et alors je préfère les renois toi c’est quoi ton soucis ? c’est inter… @url,normal,direct,shock,origin,individual
1800,@user je sens une pointe vers la derive gauchiste ici hehe,fearful_abusive_offensive_disrespectful_normal,indirect,indifference,other,left_wing_people
1801,mdr ça fait rire des fois dans le bus tu vois monte des grand renois zehef. tu dit il 5ans de hebs. il ecoute… @url,abusive_offensive_disrespectful_normal,direct,confusion_sadness_indifference_disgust,origin,african_descent
1802,heuuuu mes copines rebeus c'est des grandes pinces @url,disrespectful,direct,shock_indifference,origin,individual
1803,@user @user c quoi tes sous entendu de menace je dit que les feministe casse les couilles et castre l... @url,hateful_disrespectful,indirect,indifference,gender,women
1804,les mariages rebeus c'est vraiment le feu meilleure ambiance,abusive,direct,sadness,origin,other
1805,les migrants qui veulent passer une soirée à l'elysée en espérant être régularisé comme mamoudou le héro. @url,offensive,direct,anger_sadness,origin,indian/hindu
1806,@user j’suis bientôt sale arabe de merde,offensive_hateful,indirect,shock,origin,arabs
1807,il demande si g un soucis bah ui t’es facho debile va @url,abusive,direct,sadness_shock,origin,individual
1808,@user salut les islamotrump ! demande juste nous les gauchiste que vous gardiez votre foi pour vous.... @url,hateful,indirect,shock,religion,muslims
1809,@user j'ai vu ta vidéo et je te conseille vivement d'installer l'appli' @user qui lutte contre le cyber-harcèlement.,normal,indirect,indifference,other,other
1810,j’taf lycee les ptits renois quand ils se moquent des perruques des renoi j’essaye de leur mettre des rapports… @url,abusive,direct,anger_confusion_fear_disgust,origin,indian/hindu
1811,va crevée sale pute de féministe @url,abusive_offensive,direct,fear,gender,women
1812,@user @user l'extrême droite islamiste ? islamo-gauchiste nazislamiste communisto-islamiste islamo-marxi… @url,hateful_normal,direct,confusion_shock_indifference_disgust,other,other
1813,@user @user dans ton cul sale fdp ce taousi à gagné un titre africain avec le wac,offensive,direct,shock,origin,individual
1814,mon cours était naze jusqu’à ce que le prof s’auto proclame gauchiste de merde,fearful,direct,sadness,origin,left_wing_people
1815,@user @user je crois que le droit c'est ecris noir sur blanc sur les article de lois,normal,indirect,sadness,origin,other
1816,nana akufo-addo: stop : la vente aux enchères comme esclaves des migrants africains en lybie - signez la pétition … @url,abusive,direct,sadness,origin,indian/hindu
1817,@user en vrai les rebeus et les blancs en premier jpeux pas les départager..,abusive_disrespectful_hateful,indirect,indifference,origin,other
1818,@user @user y’a que mongol comme toi pour croire,offensive,direct,anger_sadness_shock_indifference_disgust,other,individual
1819,ni plus ni moins du terrorisme intellectuel...,fearful_abusive_disrespectful_normal,direct,indifference,other,other
1820,@user mais cette bobo parisienne gauchiste serieux ses problemes s'en fout ya beaucoup plus important que le... @url,offensive,indirect,sadness,other,left_wing_people
1821,@user @user @user @user oui et alors ou est le probleme j'ai cite l'inde pa... @url,normal,indirect,shock,origin,indian/hindu
1822,@user hahaha mais en même temps la cisphobie n'existe pas donc il pourra jamais comprendre vraiment ce que ça fait ?,normal,indirect,fear_indifference_sadness_disgust,sexual_orientation,other
1823,rt @user voila il faudra se debarrasser de ce genre de gauchiste pour sauver la france !!! @url,abusive,direct,sadness,origin,other
1824,mamie : les tatouages et les piercings c'est des mutilations. il faut être attardé mentalement ou être au fond du g… @url,offensive,direct,sadness,other,other
1825,@user si les fans de mangas sont des attardé mentaux les fans de célébrités de tele réalité ou autre sont quoi.vive les manga,offensive,indirect,confusion_fear_indifference_sadness_disgust,disability,special_needs
1826,@user @user tu dis ça pck il est arabe ? tfou hazim tu mdégoute sale raciste !,offensive,indirect,shock,origin,arabs
1827,je vois le level langages de mongol,abusive,direct,sadness,origin,special_needs
1828,et le père qui plus est est tout autant un attardé.,fearful,direct,shock,origin,individual
1829,les rebeus qui s’offusquent de ce que dit zemmour et qui ont du mal avec les membres de leur famille qui donne des… @url,abusive,direct,fear_sadness,origin,other
1830,oh oui... n'oublie pas que cette population est surreprésentée dans les prisons le terrorisme les agressions… @url,normal,direct,anger_indifference,origin,other
1831,le plus gros baiseur de tout les rebeus @user @user @user @url,abusive,direct,sadness,origin,other
1832,@user @user @user ceux qui font l'apologie du terrorisme ce sont ceux qui répètent partout q… @url,offensive,indirect,indifference,other,other
1833,le bon général ne s'attarde pas en terrain isolé monte des plans là où il risque l'encerclement et livre combat sur les terres mortelles.,abusive,direct,shock,origin,african_descent
1834,les nouvelles yeezy elle pue sa grand mère c’est pour les renois pour les rebeus gile-fra suceur de bite et qui suivent la mode,hateful,direct,shock,origin,individual
1835,@user @user sachant que 85/90% des musulmans sont sunnites donc ouii il assimile l’islam au terrorisme,normal,direct,indifference,religion,muslims
1836,benjamin il voulu m'insulter il m'a sorti putain de communiste de gauchiste de merde nnmais c'est pas une insulte puisque c'est vrai ??,disrespectful,direct,sadness,origin,indian/hindu
1837,@user tu fais partie de la génération qui croit que les rebeus ont inventé le funk?,disrespectful,indirect,anger_confusion_indifference,origin,arabs
1838,vous voyez les renois vazi @url,offensive,direct,shock_indifference,origin,african_descent
1839,ya que les renois et les rebeux pr faire des coupes à prix abordables tu vas chez « chris coiffure » tu payes 25bal… @url,offensive_normal,indirect,indifference_disgust,origin,african_descent
1840,les renois ils kiffent hxh parce le père de gon l'a abandonné,offensive,direct,fear,origin,special_needs
1841,s'attarde encore sur le nombre de participants la marche alors que le fcc vient de faire un grand pas. belle c @url,abusive,direct,anger_confusion,origin,other
1842,@user @user @user @user @user @user @user @user ahh vah te catar mongol.,offensive,indirect,sadness,disability,special_needs
1843,et pour les ultra conservateurs tout ce qui est à gauche des républicains est un gauchiste.,abusive_disrespectful,direct,sadness,other,other
1844,y'a un sale arabe sur les douze coups de midi la ...@user ...,offensive,direct,shock,origin,arabs
1845,@user bah c’est exactement cette tête là que je fais quand je la vois dirait une attardé,abusive,direct,indifference,origin,individual
1846,comprend même pas ce qu'on lui raconte le mongol #lfauit,offensive,direct,anger_sadness,origin,special_needs
1847,@user @user mais t'es decidement con ? les tue pour les manger pour vivre. torture que dalle,offensive,direct,sadness,other,other
1848,@user @user @user je suis moi même blanc et toute vie j ai traîné avec des renois même si je… @url,normal,indirect,indifference,origin,african_descent
1849,@user @user regarde moi ce mongol chui ko,offensive,indirect,sadness_disgust,other,individual
1850,@user et deux autres choses : aucune interaction avec les féministes alors que c’est la base du mouvement et le… @url,normal,indirect,indifference,other,other
1851,@user ce qui est dingue c'est que le terrorisme intellectuel qui sous-tend cette vaguelette de prot… @url,disrespectful,direct,sadness,origin,indian/hindu
1852,@user je suis à roubaix et crois la seule chose qui vole ici c'est les rebeus,abusive_offensive_hateful_normal,indirect,indifference,origin,arabs
1853,@user ferme ta gueule ptit con guette ton blaze d'attardé mentale fils de pute,abusive_offensive_hateful,direct,anger_shock_indifference,other,individual
1854,l'islamisation de la france est un fantasme.… @url,abusive_normal,direct,sadness,religion,other
1855,@user @user @user il en va de l’accueil des migrants comme de la cultureles 2 nécessitent… @url,normal,indirect,shock,other,other
1856,@user @user Ça commençait pas trop mal et ça part en couille sur des délires complotiste anti… @url,normal,direct,shock,other,other
1857,la france est elle antisémite ? dans les écoles les universités dans le domaine privé et même sur la vp combien d'a… @url,abusive,direct,shock,origin,other
1858,@user @user @user @user @user vous êtes attardé mentale et vous ne connaissez pas… @url,offensive,direct,indifference,disability,special_needs
1859,les rebeus elles aiment trop dire « sal clochard va »,abusive,direct,fear_indifference,origin,other
1860,appeler son enfant mohammed ne l aidera pas intégrer.. c est une forme de terrorisme intellectuel... @url,hateful,direct,sadness,origin,special_needs
1861,@user 43 mongol,abusive,direct,confusion_sadness,origin,other
1862,gnegne simon choisis toi un prénom arabe hihi c'est trop drôle sale pute dégage la vie je vais déménager putain,abusive_hateful,direct,sadness,origin,other
1863,@user @user @user le tout marchand est donc une derive gauchiste?,normal,indirect,indifference,origin,left_wing_people
1864,@user @user @user voit que tu gères des business le mongol....,offensive_disrespectful,indirect,indifference,disability,special_needs
1865,@user @user comme je suis pas à jour sur op je suis pas trop attardé dessus en détail mais ou sinon c'e… @url,normal,indirect,indifference,other,other
1866,@user il fesait du kayak sur du goudron ca fume bien aussi. le pire jcrois c'est l'attardé du village avec… @url,offensive,indirect,indifference,other,individual
1867,22 migrants dont des sénégalais arrêtés dans un bus en direction de la gare de lyon-perrache -… @url,offensive,direct,sadness_indifference,origin,indian/hindu
1868,#assises du gard # l’avocat de la famille de la victime souligne l’extrême violence de l’agression. nonagénaire fr… @url,normal,direct,shock,origin,hispanics
1869,l’inclusion de la diversité ne veut pas dire acquiescer à l’obscurantisme. en refusant de dénoncer l’islam politiqu… @url,normal,direct,shock,origin,individual
1870,#fiapac ceux qui luttent contre un avortement sûr et légal revendiquent souvent l’exclusivité du discours sur la mo… @url,abusive_disrespectful,direct,confusion_indifference,origin,other
1871,ta des renois faut leur retirer leur permis aussi c'est des dangers du volant,disrespectful,direct,sadness,origin,african_descent
1872,pk à la télé voit jamais de gens qui sont contre l’homophobie contre l’avortement contre la pma en gros n’exc… @url,fearful,direct,indifference,origin,individual
1873,@user @user vos voulez dire que vous soupçonnez @user d'apologie du terrorisme islamique? et… @url,normal,indirect,indifference,religion,muslims
1874,@user @user il serait peut être temps que je m’y attarde alors,normal,indirect,indifference,other,other
1875,@user la pedophilie est à l’eglise ce que le terrorisme est à l’islam.,offensive,indirect,anger_sadness_shock_indifference_disgust,religion,muslims
1876,rt @user @user @user @user un gauchiste ... donc un genie,abusive,direct,shock,origin,indian/hindu
1877,@user @user @user toujours les memes arguments. un classique du parfait petit gauchiste! des que... @url,disrespectful_normal,direct,sadness,origin,left_wing_people
1878,mdr macron demolit la franceaccepte le terrorismeles migrantsnon se serra pas lui qui protegera la france et le… @url,offensive,direct,indifference,origin,left_wing_people
1879,@user bah nn mais des rebeux qu’ont une haine envers les renois yen bcp + que les renois jtrouve,hateful,direct,fear_shock,origin,indian/hindu
1880,@user @user @user @user @user comment débattre entre gauchiste sans aucune contradiction,normal,direct,sadness,origin,left_wing_people
1881,@user @user @user ce n'est pas toi que je parle sale attardé.,offensive,indirect,sadness,other,individual
1882,les arabes c'est les uchiwa de la france,abusive,direct,sadness,origin,indian/hindu
1883,qui veux un attardé dans son équipe @url,abusive,direct,anger_fear_indifference_sadness_disgust,origin,indian/hindu
1884,@user et surtout plus d'islam sanguinaire et de terrorisme,fearful_abusive_offensive_disrespectful,direct,anger_fear_indifference_sadness,religion,muslims
1885,j’ai fais une attaque de sale arabe la,fearful,direct,sadness,origin,arabs
1886,@user parce qu'ils n'ont jamais froissé les juifs ils savent que tant qu'ils insultes les noirs les arabes ou les… @url,fearful_hateful_disrespectful,direct,anger_shock_indifference,religion,jews
1887,un attardé tain ça gratte @url,fearful,direct,sadness,origin,other
1888,@user si t’es féministe tu défends chacun des droits de la femme même celui de rester à la maison s’occuper des… @url,normal,indirect,indifference,gender,women
1889,coucou les feministes ! parlons poils ! vous voulez que chacune ait le choix de faire ce qu'iel veut de sa pilosit @url,abusive_normal,direct,shock,other,women
1890,@user @user @user tu é mongol,offensive,direct,indifference,other,individual
1891,pour moi c’est impassable de fréquenter quelqu’un qui est contre le droit à l’avortement pcq tôt ou tard je finirais en prison pour meurtre,offensive,direct,anger_shock,other,other
1892,@user c'est révoltant ! quel pays attardé !,abusive,direct,shock,origin,other
1893,pour ça heureusement j’ai mon côté italien qui sauve les rebeus entre nous c trop grave @url,hateful,direct,indifference,origin,arabs
1894,pas de sexe pas de violence pas de religion pas de drogue apple va consacrer 1 milliard de dollars dans un rema… @url,normal,direct,sadness,other,other
1895,@user @user @user complotiste deux balles. vous diffusez largement une image antisémite bref v… @url,fearful_abusive_offensive_hateful_normal,direct,sadness_indifference,other,other
1896,soeur elle sept ans lui apprend jouer au echec elle nous dis mais pourquoi faut proteger le roi ? c'est une gauchiste certifiee,abusive_disrespectful,direct,shock,other,individual
1897,vérité #islam #musulmans #mosquee #censure #sos #europe #libertéexpression #ong #gauchiste #collaborati…,hateful_normal,indirect,shock,religion,muslims
1898,tqt te soutient !! faut qu'il paye l'autre mongol la  @user,offensive,direct,sadness_indifference,origin,other
1899,@user ptdrrrrr et après tu dis c’est moi l’attardé ?,offensive,indirect,sadness,other,individual
1900,jss vraiment un mongol faire son travail,abusive,direct,shock,origin,indian/hindu
1901,la légende des darons renois en boîte est bel et bien vraie,normal,direct,sadness,origin,other
1902,rt @user dans le plus grand des calmes la presse gauchiste continue sa propagande contre nature:nelle dit pingouins alors que c'es,abusive,direct,sadness,origin,african_descent
1903,l’hystérie gauchiste est complètement perdu. en court circuitage permanent.,offensive,direct,sadness,origin,women
1904,@user @user de toute façon c mort les rebeus deviennent des tepu jamais j aurais imaginé ça,offensive,direct,anger_shock_indifference_disgust,origin,arabs
1905,@user @user @user @user bloque un gauchiste ne peut etre que jouissif,fearful_abusive_offensive_disrespectful_normal,indirect,indifference,other,left_wing_people
1906,@user @user il n'a pas assimilé l’islam au terrorisme débile il assimilé le sunnisme au terrorisme et e… @url,offensive_hateful_disrespectful,indirect,anger_indifference_disgust,religion,muslims
1907,@user allume le chauffage sale juif,abusive,direct,sadness,origin,indian/hindu
1908,@user qu'elle retourne en afrique si elle est si fière de ces origines. elle est ridicule un peu conne aussi,offensive,indirect,anger_indifference_disgust,origin,african_descent
1909,quel peuple d’attardé @url,abusive_offensive,direct,sadness,origin,other
1910,@user @user tu veux pas lancer un gorafiep mais gauchiste avec moi ?,offensive,indirect,indifference,other,left_wing_people
1911,je suis un attardé mental je viens de réaliser que la toussaint s'appelait comme ça pcq c'est une célébration de tous les saints,normal,direct,sadness,origin,indian/hindu
1912,@user @user rien à voir avec le terrorisme et l'islam puisqu'il est déséquilibré... circulez ya rien à voir #soumission,hateful_normal,indirect,confusion_indifference,religion,muslims
1913,c'est bon j'ai serrer les renois comme sa vous m'avez saouler,normal,direct,confusion_fear_indifference_sadness_disgust,origin,other
1914,@user @user nan à la limite lui aide les autres il tweet pas comme un attardé,offensive,indirect,shock,other,other
1915,très content du non probable de la #nouvellecalédonie. c'est un territoire qui mérite que l'on s'y attarde un peu p… @url,abusive,direct,confusion_fear_indifference_sadness_disgust,origin,indian/hindu
1916,@user @user la principale source du terrorisme c’est l’islam. le principal centre de formation c’… @url,normal,direct,indifference,religion,muslims
1917,@user la sphère médiatique c est de la merde et des vendu comme tout les sale noire et arabe qui passe à la… @url,offensive,direct,confusion_sadness_shock_indifference,origin,african_descent
1918,c'est définitif @user est un attardé mental. le mec il sait même pas écrire sa ville. repart vite à l'école… @url,fearful,direct,sadness,origin,indian/hindu
1919,@user @user et bien le mieux c'est de faire ta propre statistique sur l'évolution de la violence et des… @url,fearful,direct,indifference,other,other
1920,@user pour t'accompagner dans ta lutte voici une autre turbot gauchiste.,offensive,indirect,shock,other,left_wing_people
1921,@user @user Ça veut dire quoi islamo gauchiste ?! vous êtes un expert en islam? vous pouvez lire l'arabele coran etc...???,offensive,indirect,indifference,other,other
1922,@user ok je croyais que c'était que les africains sub-sahariens. mais récemment le dépistage été généra… @url,fearful_abusive,indirect,confusion_disgust,origin,individual
1923,jsuis vrmt attardé miam,normal,direct,sadness,origin,asians
1924,donc bassem vient clairement d'appeler tt les turcs qui habitent à tours de tuer les renois enfin de venger le père… @url,fearful_abusive,direct,shock,origin,african_descent
1925,@user complètement débile comme raisonnement l’islam ne tolère pas le terrorisme informez vous un minimum ava… @url,abusive,direct,shock,origin,other
1926,@user @user @user tu peux te la carrer où je pense ton empathie de gaucho attardé.,offensive,indirect,anger_indifference,other,left_wing_people
1927,quand tu ne t'attarde plus sur les futilités te focalise sur ce qui te donne de la joie plutôt que ce qui t'angois… @url,abusive_normal,direct,indifference,origin,other
1928,@user @user Ça m'emballe pas des masses pas sur que je m'attarde dessus et pourtant je suis un fan de batou,normal,indirect,indifference,other,other
1929,@user @user @user j'avais déjà oublié que le gauchiste aime émotionnaliser le débat (triste pas triste bon pas bon),normal,indirect,sadness,other,left_wing_people
1930,quand la steppe est trop grande c'est le vent qui porte les nouvelles  proverbe mongol daté d'avant twitter....,normal,direct,fear_indifference,origin,indian/hindu
1931,@user rafinha c'est un putain de mongol,offensive,indirect,sadness_indifference_disgust,other,individual
1932,le terrorisme intellectuel du lobby constitué de gens en fonction de leur sexualité a… @url,abusive,direct,sadness,origin,other
1933,@user @user @user ok mais les renois et rebeu sont dure en général avec leurs enfants.,offensive,indirect,sadness,origin,african_descent
1934,@user @user @user ben si mais t'es juste un peu attardé. c'est pas parce que tout le monde veu… @url,offensive,direct,shock,other,individual
1935,attention ce n'est pas un media gauchiste qui ecrit....nn je ne pense pas m'avancer beaucoup en disant que la fam @url,abusive,direct,indifference,origin,indian/hindu
1936,@user @user @user mdrrr ok un attardé de plus dans ce pauvre monde dieu merci certaines personne… @url,offensive_normal,direct,indifference,other,individual
1937,@user @user toujours deformer les propos des autres vous etes sans doute une gauchiste ou macron... @url,offensive_normal,direct,sadness,other,left_wing_people
1938,ceux qui sont contre l'avortement sont ceux-là mêmes qui sont pour la peine de mort,hateful,direct,confusion_indifference,origin,other
1939,sale grosse merde de juif est une insulte antisémite.,abusive,direct,sadness,origin,other
1940,rt @user @user @user melenchon n'est pas plus gauchiste que je suis archeveque. il est opportuniste. si le ps lui avait,fearful,direct,anger_fear_indifference_sadness_disgust,origin,other
1941,mais quel est ce pays attardé ou l’on préfère interdire une manifestation sportive plutôt que des hommes dangereux… @url,fearful_offensive,direct,shock,other,other
1942,#avortement les croisés contre-attaquent.… @url,disrespectful,direct,sadness,origin,other
1943,qui ici se souvient quand des mecs rebeux et renois étaient jaloux de jérôme jarre parce que les filles disaient qu… @url,fearful,direct,anger_confusion_sadness_indifference_fear,origin,women
1944,joue bien au lieu de faire la star et de mettre du vert sal mongol @url,abusive,direct,sadness_fear,origin,other
1945,@user j’capte pas pk s’attarde autant dessus c’est ouf comment c’est vide. remarque valable pour son frère aussi.,normal,indirect,indifference,other,individual
1946,@user hier je parlais avec un ami gauchiste français je lui ai dit que nous les marocain la différence avec… @url,disrespectful_normal,indirect,indifference,other,left_wing_people
1947,les quotidiens arabes en arabe soudanais mardi 25 septembre 2018 @url,normal,direct,shock,origin,other
1948,entre les colis pieges fabriques par cesar sayoc l'ultra-droite peut critiquer l'electorat gauchiste democrate ame @url,normal,direct,indifference,other,left_wing_people
1949,dont rêvent tous les rebeus avec une teinture blonde* @url,disrespectful,direct,anger_confusion_shock_indifference_disgust,origin,arabs
1950,le pire j'aurais compris si c'était des renois parce que la france à plusieurs africain dans leur équipe @url,abusive,direct,anger_confusion_fear_shock_indifference,origin,african_descent
1951,ce n'est pas un affreux gauchiste qui dit ça mais un universitaire très mesuré. @url,abusive,direct,shock,origin,left_wing_people
1952,@user @user encore heureux daesh n’est que haine endoctrinement déformation de l’islam et terrori… @url,fearful_abusive,indirect,sadness,religion,muslims
1953,@user j...avais grave besoin d...entendre ca merci mec !,normal,indirect,shock,other,other
1954,@user mois bi dara bakhoussi il nous attarde tout simplement niou meuna teudj année bi,offensive,direct,indifference,other,other
1955,je fais du stop 22h je retrouve entre 4 renois fumer du shit,abusive,direct,shock,origin,individual
1956,@user @user encore un truc de rebeus bien colonisés... vive la fête à neuneu tout est bon pour faire de la maille,fearful_abusive_offensive_disrespectful,direct,anger_indifference,origin,arabs
1957,@user ah le printemps arabe qu'elle histoire ! je rappel être en france lorsque tout à commencé et de bons… @url,abusive,direct,sadness,origin,other
1958,y’a un des renois il va lui prendre le maillot va lui dire allez dégage morveux @url,abusive_hateful,indirect,shock_indifference,origin,african_descent
1959,@user @user @user @user en inde bouffe pas de viande car ca fait des g... @url,normal,indirect,indifference,other,indian/hindu
1960,@user @user toi va sucer ton renoi sale beurette de merde,abusive_offensive,direct,shock_disgust,origin,african_descent
1961,@user caddie vu que t'aime pas les animés sale attardé de chien bourré des bois @url,abusive,direct,confusion_fear_indifference_sadness,origin,christian
1962,@user normand mais la mafia gauchiste pedophile catho et alcoolisee va faire gagner le uddf3. ils sont partout.,offensive,indirect,confusion_shock_indifference_disgust,other,left_wing_people
1963,@user beaucoup de migrants viennent également de pays anglophones et autres. il y’a un déséquilibre entre les… @url,normal,direct,indifference,origin,other
1964,@user @user jcomprend pas comment des gens peuvent dire que c un jeu de mongol...,offensive,indirect,indifference_disgust,other,other
1965,quand j'étais au collège et que j'étais vraiment vraiment mal à cause du harcèlement que je subissais je confia… @url,normal,direct,sadness,origin,other
1966,Ça arrange l'ue de faire venir ces jeunes migrants pour en faire de la main d'oeuvre pas chère. c'est de l'esclavag… @url,abusive,direct,sadness,origin,indian/hindu
1967,@user et un qatariennes qui pleure sniff les juifs nous veulent du mal encore un complotiste de mes 2,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,arabs
1968,cst comme parler d'islam et de terrorisme. les gens qui brisent des vitrines détruisent sous-couvert de l'antispé… @url,abusive_hateful_disrespectful_normal,direct,shock,other,other
1969,@user @user ko crime antisémite c'est un terroriste c'est simple pourquoi vous manipuler tout le monde c'est j… @url,fearful_abusive,indirect,indifference,origin,individual
1970,est-ce qu’une catho intégriste qui milite le dimanche contre le droit à l’avortement peut se dire féministe??,normal,direct,indifference,other,other
1971,@user bagui de mongol,abusive,direct,indifference,origin,other
1972,@user l'aquarius participe au traffic de clandestins et à la politique d'africanisation et d'islamisation de… @url,fearful_offensive_hateful,indirect,sadness_shock_disgust,other,muslims
1973,@user @user @user avez vous déjà été traité de bougnoule negro sale juif ? quelle serait votre réaction ?,abusive_offensive_disrespectful_hateful_normal,indirect,anger_confusion_shock_indifference_disgust,origin,jews
1974,@user ching chong pas de skin de ziggs et pas de rank tu mentionnes pas,abusive,direct,sadness,origin,other
1975,mdr ca depend pcq si tu tombes sur un attarde aussi c'est complique d'aider @url,disrespectful,direct,indifference_disgust,disability,other
1976,@user @user sauf que des fascistes gauchistes l'on menacer de mort donc il du être entouré de polic… @url,fearful_normal,indirect,fear_indifference,other,left_wing_people
1977,les chameaux ont toujours la priorité aux emirats arabes unis ! @user,abusive,direct,sadness_indifference,origin,arabs
1978,le mongol de la semaine qui ne sait pas que la police obéit au ministre de l'intérieur et son pseudo président ! qu… @url,abusive,direct,sadness_indifference,origin,other
1979,tous les jours negro c’est friday,fearful,direct,sadness,origin,other
1980,@user @user et les hommes qui meurent du fait de la violence conjugale? elle en parle ? car sur 5 personnes… @url,normal,indirect,indifference,other,other
1981,@user @user @user 2... typiquement 1 islamo-gauchiste. tu prends totalement fait &amp; cause pour tous... @url,offensive,indirect,confusion_indifference,other,left_wing_people
1982,@user mais c’est un attardé ce con.,offensive,direct,anger_confusion_disgust,disability,individual
